code,name,kind,open_qty_aug01,uom,vendor,ordered_on,due_on,at_gate_qty,lead_median_d,lead_p90_d,orders_sampled,typical_order_qty,row_type,credibility,po_num,po_age_days_at_aug01,lead_median_full_d,lead_source,min_order_qty_seen,canonical_code,warehouse,note
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,0,6.0,12,28,24.0,OPEN_PO,STALE_DEAD,1224226695,579,6.0,ITEM,1.0,CG0000034,BH-FA,
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,0,6.0,12,28,24.0,OPEN_PO,STALE_DEAD,1224226695,579,6.0,ITEM,1.0,CG0000034,BH-FA,
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,0,6.0,12,28,24.0,OPEN_PO,STALE_DEAD,1224226695,579,6.0,ITEM,1.0,CG0000034,BH-FA,
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,0,6.0,12,28,24.0,OPEN_PO,STALE_DEAD,1224226695,579,6.0,ITEM,1.0,CG0000034,BH-FA,
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,0,6.0,12,28,24.0,OPEN_PO,STALE_DEAD,1224226695,579,6.0,ITEM,1.0,CG0000034,BH-FA,
CG0000034,INSTALLATION PARTS 50 KL TANK (FA0000024),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2024-12-30,2025-01-30,0,6.0,12,28,24.0,OPEN_PO,STALE_DEAD,1224226695,579,6.0,ITEM,1.0,CG0000034,BH-FA,
FA0000031,MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER,FIXED_ASSET,1.0,PCS,J. PEE ENGINEERS & PACKAGING PVT. LTD.,2024-12-30,2025-01-30,0,5.0,32,0,,OPEN_PO,STALE_DEAD,1224226709,579,,CLASS_FALLBACK,,FA0000031,BH-FA,
CF0000001,INSTALLATION PARTS (GHEE PACKING M/C-  FA0000013),CONSUMABLE,1.0,PCS,CHADHA SALES PVT LTD.,2025-01-08,2025-01-08,0,6,21,0,,OPEN_PO,STALE_DEAD,125226518,570,,CLASS_FALLBACK,,CF0000001,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,125226568,563,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,CLEARPACK AUTOMATION PVT LTD,2025-01-15,2025-01-30,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,125226568,563,7.0,ITEM,0.75,CG0000003,BH-FA,
PM0000005,CARTON 1 LTR 12 POUCHES,CARTON,1.0,PCS,SSY CONTAINERS PVT LTD,2025-01-17,2025-01-17,0,5,21,15,12000.0,OPEN_PO,STALE_DEAD,125226563,561,26,ITEM,960.0,PM0000005,BH-PM,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,RAM BHAJ SURESH KUMAR,2025-01-20,2025-02-05,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,125226668,558,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,RAM BHAJ SURESH KUMAR,2025-01-20,2025-02-05,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,125226668,558,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,RAM BHAJ SURESH KUMAR,2025-01-20,2025-02-05,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,125226668,558,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,RAM BHAJ SURESH KUMAR,2025-01-20,2025-02-05,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,125226668,558,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,GUPTA CEMENT STORE,2025-01-20,2025-02-14,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,125226684,558,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,GUPTA CEMENT STORE,2025-01-20,2025-02-14,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,125226684,558,6,ITEM,0.02,CG0000007,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,VEETA CONVEYORS ANOPV1426G,2025-01-23,2025-01-27,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,125226623,555,7.0,ITEM,0.75,CG0000003,BH-FA,
FA0000048,CHAIN CONVEYOR SS304 - CLEARPACK 50 BPM,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,0,5.0,32,0,,OPEN_PO,STALE_DEAD,225226520,546,,CLASS_FALLBACK,,FA0000048,BH-FA,
FA0000049,CHAIN CONVEYOR SS304 - J.PEE 90 BPM,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,0,5.0,32,0,,OPEN_PO,STALE_DEAD,225226520,546,,CLASS_FALLBACK,,FA0000049,BH-FA,
FA0000050,CHAIN CONVEYOR SS304 - 10 HEAD,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,0,5.0,32,0,,OPEN_PO,STALE_DEAD,225226520,546,,CLASS_FALLBACK,,FA0000050,BH-FA,
FA0000051,CHAIN CONVEYOR (OLD) - 6 HEAD,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,0,5.0,32,0,,OPEN_PO,STALE_DEAD,225226520,546,,CLASS_FALLBACK,,FA0000051,BH-FA,
FA0000052,SS BELT CONVEYOR- POUCH,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-02-01,2025-02-25,0,5.0,32,0,,OPEN_PO,STALE_DEAD,225226520,546,,CLASS_FALLBACK,,FA0000052,BH-FA,
CG0000005,HOUSEKEEPING,CONSUMABLE,1.0,NULL,KAMALPREET SINGH BHATIA FACTORY ( IMPREST 3L ),2025-02-13,2025-02-18,0,6,15,441,4.0,OPEN_PO,STALE_DEAD,225226579,534,6,ITEM,1.0,CG0000005,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,PAL SVAM POWER SOLUTIONS PVT LTD,2025-02-20,2025-03-01,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,225226683,527,7.0,ITEM,0.75,CG0000003,BH-FA,
FA0000052,SS BELT CONVEYOR- POUCH,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-03-20,2025-04-25,0,5.0,32,0,,OPEN_PO,STALE_DEAD,325226744,499,,CLASS_FALLBACK,,FA0000052,BH-FA,
FA0000052,SS BELT CONVEYOR- POUCH,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-03-20,2025-04-29,0,5.0,32,0,,OPEN_PO,STALE_DEAD,325226745,499,,CLASS_FALLBACK,,FA0000052,BH-FA,
FA0000052,SS BELT CONVEYOR- POUCH,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-03-20,2025-04-29,0,5.0,32,0,,OPEN_PO,STALE_DEAD,325226746,499,,CLASS_FALLBACK,,FA0000052,BH-FA,
FA0000164,APPLE 2024 MAC MINI DESKTOP COMPUTER,FIXED_ASSET,1.0,PCS,CLICKTECH RETAIL PRIVATE LIMITED,2025-03-22,2025-03-22,0,5.0,32,0,,OPEN_PO,STALE_DEAD,325226653,497,,CLASS_FALLBACK,,FA0000164,DL-FA,
FA0000168,EECO (NEW CAR),FIXED_ASSET,1.0,PCS,PASCO AUTOMOBILES,2025-03-24,2025-03-24,0,5.0,32,0,,OPEN_PO,STALE_DEAD,325226647,495,,CLASS_FALLBACK,,FA0000168,BH-FA,
CG0000013,STATIONARY OTHER THAN PAPER RIM,CONSUMABLE,1.0,,RUCHIKA BOOK SHOP & FASHION SPOT,2025-03-26,2025-03-26,0,3,21,291,5.0,OPEN_PO,STALE_DEAD,325226676,493,3,ITEM,1.0,CG0000013,DL-FA,
FA0000168,EECO (NEW CAR),FIXED_ASSET,1.0,PCS,IFFCO TOKIO GENERAL INSURANCE CO LTD,2025-03-29,2025-03-29,0,5.0,32,0,,OPEN_PO,STALE_DEAD,325226741,490,,CLASS_FALLBACK,,FA0000168,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,GUPTA SALES CORPORATION,2025-03-31,2025-03-31,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,325226699,488,7.0,ITEM,0.75,CG0000003,DL-FA,
FA0000048,CHAIN CONVEYOR SS304 - CLEARPACK 50 BPM,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226525,487,,CLASS_FALLBACK,,FA0000048,BH-FA,
FA0000049,CHAIN CONVEYOR SS304 - J.PEE 90 BPM,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226525,487,,CLASS_FALLBACK,,FA0000049,BH-FA,
FA0000050,CHAIN CONVEYOR SS304 - 10 HEAD,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226525,487,,CLASS_FALLBACK,,FA0000050,BH-FA,
FA0000051,CHAIN CONVEYOR (OLD) - 6 HEAD,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226525,487,,CLASS_FALLBACK,,FA0000051,BH-FA,
FA0000052,SS BELT CONVEYOR- POUCH,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-04-01,2025-04-07,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226525,487,,CLASS_FALLBACK,,FA0000052,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,ENGINEERS AND TRADERS,2025-04-05,2025-04-07,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,425226526,483,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,ENGINEERS AND TRADERS,2025-04-05,2025-04-07,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,425226526,483,7.0,ITEM,0.75,CG0000003,BH-FA,
FA0000085,COMPUTER SYSTEMS DL,FIXED_ASSET,1.0,PCS,SHRI CHAND COMPUTERS AND LAPTOP,2025-04-11,2025-04-11,0,1.0,1,2,5.0,OPEN_PO,STALE_DEAD,425226671,477,1.0,ITEM,5.0,FA0000085,DL-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,DOMINO PRINTECH INDIA LLP,2025-04-12,2025-04-12,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,425226564,476,7.0,ITEM,0.75,CG0000003,BH-FG,
FA0000258,APPLE MAC MINI (M4 PRO),FIXED_ASSET,1.0,PCS,RSG SOLUTIONS PVT. LTD.,2025-04-14,2025-04-14,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226575,474,,CLASS_FALLBACK,,FA0000258,DL-FA,
FA0000265,PANEL BOARD (DG SET 40 KVA) PCS,FIXED_ASSET,1.0,PCS,GUPTA SALES CORPORATION,2025-04-20,2025-04-20,0,5.0,32,0,,OPEN_PO,STALE_DEAD,425226676,468,,CLASS_FALLBACK,,FA0000265,DL-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,GUPTA SALES CORPORATION,2025-04-24,2025-04-24,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,425226665,464,7.0,ITEM,0.75,CG0000003,DL-FG,
CF0000015,CONSTRUCTION OF COMPOUND WALL -NEW LAND,CONSUMABLE,1.0,PCS,JK CIVIL CONSTRUCTION PRIVATE LIMITED,2025-05-01,2025-05-10,0,6,21,0,,OPEN_PO,STALE_DEAD,525226505,457,,CLASS_FALLBACK,,CF0000015,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,SURAJ BHAN RAM NIWAS,2025-05-01,2025-06-07,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,525226687,457,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,SURAJ BHAN RAM NIWAS,2025-05-01,2025-06-07,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,525226687,457,7.0,ITEM,0.75,CG0000003,BH-FA,
CF0000021,INSTALLATION PART-CONVEYOR SS304 - J.PEE 90 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-05,0,20.0,20,6,1.5,OPEN_PO,STALE_DEAD,525226686,448,20.0,ITEM,1.0,CF0000021,BH-FA,
CF0000021,INSTALLATION PART-CONVEYOR SS304 - J.PEE 90 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-05,0,20.0,20,6,1.5,OPEN_PO,STALE_DEAD,525226686,448,20.0,ITEM,1.0,CF0000021,BH-FA,
CF0000021,INSTALLATION PART-CONVEYOR SS304 - J.PEE 90 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-05,0,20.0,20,6,1.5,OPEN_PO,STALE_DEAD,525226686,448,20.0,ITEM,1.0,CF0000021,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
CF0000024,INSTALLATION PART-CONVEYOR SS304 -CLEARPACK 50 BPM,CONSUMABLE,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-10,2025-06-20,0,3,27,11,1.0,OPEN_PO,STALE_DEAD,525226691,448,3,ITEM,1.0,CF0000024,BH-FA,
FA0000049,CHAIN CONVEYOR SS304 - J.PEE 90 BPM,FIXED_ASSET,1.0,PCS,VEETA CONVEYORS ANOPV1426G,2025-05-20,2025-05-31,0,5.0,32,0,,OPEN_PO,STALE_DEAD,525226661,438,,CLASS_FALLBACK,,FA0000049,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,S.N. ENGINEERING,2025-05-25,2025-05-31,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,525226635,433,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,RISHABH MARKETING CO,2025-05-25,2025-05-31,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,525226638,433,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,RISHABH MARKETING CO,2025-05-25,2025-05-31,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,525226638,433,6,ITEM,0.02,CG0000007,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,SIGNODE INDIA LTD,2025-05-27,2025-06-02,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,525226630,431,7.0,ITEM,0.75,CG0000003,BH-FG,
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,0,49,49,1,1.0,OPEN_PO,STALE_DEAD,525226650,428,49,ITEM,1.0,CF0000002,BH-FA,
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,0,49,49,1,1.0,OPEN_PO,STALE_DEAD,525226650,428,49,ITEM,1.0,CF0000002,BH-FA,
CF0000002,INSTALLATION PARTS ( MUSTARD OIL FULLY AUTOMATIC MONOBLOCK VOLUMETRIC FILLER & CAPPER-FA0000031 ),CONSUMABLE,1.0,PCS,BOTTMAC INDIA PVT LTD,2025-05-30,2025-06-20,0,49,49,1,1.0,OPEN_PO,STALE_DEAD,525226650,428,49,ITEM,1.0,CF0000002,BH-FA,
FA0000026,HOT AIR GUN (1205006),FIXED_ASSET,1.0,PCS,KAMALPREET SINGH BHATIA FACTORY ( IMPREST 3L ),2025-06-10,2025-06-20,0,4,7,3,2.0,OPEN_PO,STALE_DEAD,625226581,417,4,ITEM,1.0,FA0000026,BH-FA,
CF0000026,INSTALLATION PARTS (1212007-GUPTA OFFICE),CONSUMABLE,1.0,PCS,SHRI CHAND COMPUTERS AND LAPTOP,2025-06-20,2025-06-30,0,9.0,9,4,,OPEN_PO,STALE_DEAD,625226647,407,9.0,ITEM,,CF0000026,GP-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,SURAJ BHAN RAM NIWAS,2025-07-01,2025-07-18,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,725226585,396,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,725226547,388,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,725226547,388,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,725226547,388,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,725226547,388,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,JASMINE ELEVATORS & CRANES,2025-07-09,2025-07-20,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,725226547,388,7.0,ITEM,0.75,CG0000003,BH-FA,
FA0000285,MOLD 2 LTR. PET BOTTLE VEDKA,FIXED_ASSET,1.0,PCS,TPAC PACKAGING INDIA PVT LTD,2025-08-05,2025-08-30,0,105,105,1,1.0,OPEN_PO,STALE_DEAD,825226535,361,105,ITEM,1.0,FA0000285,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,M R WARERKAR & ASSOCIATES PVT LTD,2025-08-06,2025-08-30,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,825226517,360,7.0,ITEM,0.75,CG0000003,BH-FA,
FA0000290,AGILENT 8860 GC SYSTEM,FIXED_ASSET,1.0,PCS,AGILENT TECHNOLOGIES INDIA PVT LTD,2025-08-20,2025-08-30,0,5.0,32,0,1.0,OPEN_PO,STALE_DEAD,825226582,346,,CLASS_FALLBACK,1.0,FA0000290,BH-FA,
FA0000315,PLASTIC PORTABLE TOILETS (NEW LAND),FIXED_ASSET,1.0,PCS,GENEX CONTAINERS PRIVATE LIMITED,2025-10-13,2025-10-30,0,3,3,1,1.0,OPEN_PO,STALE_DEAD,1025226543,292,3,ITEM,1.0,FA0000315,GP-FA,
PM0000806,GIFT BOX,BOX,1.0,PCS,METALOGICS INDIA VEND,2025-10-13,2025-10-13,0,2.0,3,4,600.0,OPEN_PO,STALE_DEAD,1025226547,292,6.0,ITEM,350.0,PM0000806,BH-PM,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,DHANPURNA PUF INSULATION,2025-10-17,2025-10-30,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,1025226565,288,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,DHANPURNA PUF INSULATION,2025-10-17,2025-10-30,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,1025226565,288,6,ITEM,0.02,CG0000007,BH-FA,
CG0000007,REPAIR AND MAINTENACE BUILDING AND OFFICE,CONSUMABLE,1.0,NULL,DHANPURNA PUF INSULATION,2025-10-17,2025-10-30,0,6,16,599,2.0,OPEN_PO,STALE_DEAD,1025226565,288,6,ITEM,0.02,CG0000007,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,SHAWA TECHNOCRAFTS PRIVATE LIMITED AAYCS3229G,2025-11-26,2025-11-30,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1125226601,248,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,CLEARPACK AUTOMATION PVT LTD,2025-11-29,2025-12-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1125226621,245,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,CLEARPACK AUTOMATION PVT LTD,2025-11-29,2025-12-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1125226621,245,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
CG0000003,REPAIR AND MAINTENANCE  PLANT AND MACHINERY,CONSUMABLE,1.0,NULL,UNITY EARTHTECH,2025-12-30,2026-01-15,0,7.0,46,342,2.0,OPEN_PO,STALE_DEAD,1225226656,214,7.0,ITEM,0.75,CG0000003,BH-FA,
