DOCNUM	DOCDATE	CARDCODE	CARDNAME	WHS	ITEMCODE	ITEMNAME	QTY	SRC
626070669	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000433	POMACE OLIVE 1 LTR + 1 LTR COMBO 8 SET	700.000000	INVOICE
626070677	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070669	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000419	COLD PRESS GROUNDNUT OIL 2 LTR 10 PCS HANDLE	370.000000	INVOICE
626070691	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1600.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	40.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	400.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000150	SANO POMACE OLIVE 1 LTR 16 PCS	800.000000	INVOICE
626070659	2026-07-30	CUSTA000872	SAI TRADERS LUDHIANA	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	827.000000	INVOICE
626070668	2026-07-30	CUSTA000357	G PURE INDIA	BH-BT	FG0000407	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	9860.000000	INVOICE
626070668	2026-07-30	CUSTA000357	G PURE INDIA	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	10.000000	INVOICE
626070668	2026-07-30	CUSTA000357	G PURE INDIA	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	1600.000000	INVOICE
626070692	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000004	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626070695	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000032	COLD PRESS 1 LTR 20 PCS	11200.000000	INVOICE
626070697	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070706	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	60.000000	INVOICE
626070707	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	45.000000	INVOICE
626070708	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	60.000000	INVOICE
626070701	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000004	COLD PRESS 5 LTR 4 PCS	1600.000000	INVOICE
626070709	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
626070671	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000373	EXTRA VIRGIN CANOLA OIL 3 LTR TIN 3 PCS	1052.000000	INVOICE
626070515	2026-07-24	CUSTA001070	SAKSHI SALES	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	900.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	40.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	626.000000	INVOICE
626070778	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	318.000000	INVOICE
626070775	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-PF	FG0000106	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	6600.000000	INVOICE
626070775	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	12000.000000	INVOICE
626070518	2026-07-24	CUSTA001070	SAKSHI SALES	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	192.000000	INVOICE
626070518	2026-07-24	CUSTA001070	SAKSHI SALES	BH-BT	FG0000407	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	192.000000	INVOICE
626070649	2026-07-30	CUSTA000105	RAJ MATA TRADERS LAXMI NAGAR	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	600.000000	INVOICE
626070649	2026-07-30	CUSTA000105	RAJ MATA TRADERS LAXMI NAGAR	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	30.000000	INVOICE
626070766	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	400.000000	INVOICE
626070650	2026-07-30	CUSTA000105	RAJ MATA TRADERS LAXMI NAGAR	BH-PF	FG0000015	REFINED OIL 15 LTR	50.000000	INVOICE
626070766	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000074	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	100.000000	INVOICE
626070651	2026-07-30	CUSTA000105	RAJ MATA TRADERS LAXMI NAGAR	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	50.000000	INVOICE
626070766	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	50.000000	INVOICE
626070735	2026-07-31	CUSTA000025	HARPREET SINGH CASH SALE	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	2.000000	INVOICE
626070714	2026-07-31	CUSTA000619	AYAN EXIM INDIA	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	240.000000	INVOICE
626070714	2026-07-31	CUSTA000619	AYAN EXIM INDIA	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	300.000000	INVOICE
626070739	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	2000.000000	INVOICE
626070739	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	400.000000	INVOICE
626070739	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	400.000000	INVOICE
626070774	2026-07-31	CUSTA000986	ONENESS TRADERS	BH-BT	FG0000070	COLD PRESS 2 LTR 10 PCS HANDLE	500.000000	INVOICE
626070714	2026-07-31	CUSTA000619	AYAN EXIM INDIA	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	8.000000	INVOICE
626070715	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	1432.000000	INVOICE
626070729	2026-07-31	CUSTA000986	ONENESS TRADERS	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	1600.000000	INVOICE
626070714	2026-07-31	CUSTA000619	AYAN EXIM INDIA	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	16.000000	INVOICE
626070761	2026-07-31	CUSTA001138	GANDHI & GANDHI	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	144.000000	INVOICE
626070715	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000028	POMACE OLIVE 1 LTR 16 PCS	6400.000000	INVOICE
626070729	2026-07-31	CUSTA000986	ONENESS TRADERS	BH-BT	FG0000008	POMACE OLIVE 5 LTR TIN 4 PCS	200.000000	INVOICE
626070741	2026-07-31	CUSTA000986	ONENESS TRADERS	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	4.000000	INVOICE
626070714	2026-07-31	CUSTA000619	AYAN EXIM INDIA	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	32.000000	INVOICE
626070781	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000032	COLD PRESS 1 LTR 20 PCS	8000.000000	INVOICE
626070782	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000032	COLD PRESS 1 LTR 20 PCS	8000.000000	INVOICE
626070783	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000028	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626070564	2026-07-27	CUSTA000547	OM PARKASH SUNIL KUMAR	BH-BT	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	80.000000	INVOICE
626070785	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070739	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	1700.000000	INVOICE
626070794	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	416.000000	INVOICE
626070794	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000032	COLD PRESS 1 LTR 20 PCS	1600.000000	INVOICE
626070794	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000155	EXTRA VIRGIN 2 LTR 10 PCS HANDLE	400.000000	INVOICE
626070794	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	3600.000000	INVOICE
626070787	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	700.000000	INVOICE
626070795	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	50.000000	INVOICE
626070796	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000028	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626070799	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000028	POMACE OLIVE 1 LTR 16 PCS	7200.000000	INVOICE
626070795	2026-07-31	CUSTA000163	M S ABNASH & BROS	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	3000.000000	INVOICE
626070744	2026-07-31	CUSTA000993	SHRAY FOOD & BEVERAGES PRIVATE LIMITED	BH-PF	FG0000328	SANO POMACE OLIVE 200 LTR 1 PCS	25.000000	INVOICE
626070565	2026-07-27	CUSTA000547	OM PARKASH SUNIL KUMAR	BH-PF	FG0000316	SOYABEAN OIL 13 KGS (B)	300.000000	INVOICE
626070715	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	800.000000	INVOICE
626070715	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000150	SANO POMACE OLIVE 1 LTR 16 PCS	4000.000000	INVOICE
626070715	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	1600.000000	INVOICE
626070715	2026-07-31	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	450.000000	INVOICE
626070576	2026-07-27	CUSTA000593	SS AGRO PRODUCTS	BH-PF	FG0000015	REFINED OIL 15 LTR	350.000000	INVOICE
626070657	2026-07-30	CUSTA000593	SS AGRO PRODUCTS	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	350.000000	INVOICE
626070577	2026-07-27	CUSTA000593	SS AGRO PRODUCTS	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	2400.000000	INVOICE
626070652	2026-07-30	CUSTA000105	RAJ MATA TRADERS LAXMI NAGAR	BH-PF	FG0000015	REFINED OIL 15 LTR	200.000000	INVOICE
626070653	2026-07-30	CUSTA000105	RAJ MATA TRADERS LAXMI NAGAR	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	200.000000	INVOICE
626070679	2026-07-30	CUSTA001070	SAKSHI SALES	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	600.000000	INVOICE
626070679	2026-07-30	CUSTA001070	SAKSHI SALES	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	600.000000	INVOICE
626070679	2026-07-30	CUSTA001070	SAKSHI SALES	BH-BT	FG0000033	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	1110.000000	INVOICE
626070324	2026-07-10	CUSTA001040	INTERGLOBE AVIATION LIMITED	BH-PF	FG0000381	EXTRA VIRGIN OLIVE OIL 10ML	1000.000000	INVOICE
626070607	2026-07-28	CUSTA000395	PRIME SALES CORPORATION	BH-PF	FG0000178	MUSTARD KACHI GHANI 15 KGS	225.000000	INVOICE
626070610	2026-07-28	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000319	KIRPA DESI GHEE 500 MLS 16 PCS	32.000000	INVOICE
626070610	2026-07-28	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	240.000000	INVOICE
626070610	2026-07-28	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	400.000000	INVOICE
626070610	2026-07-28	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000418	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	2000.000000	INVOICE
626070610	2026-07-28	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	300.000000	INVOICE
626070686	2026-07-30	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	100.000000	INVOICE
626070642	2026-07-30	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626070638	2026-07-29	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	1000.000000	INVOICE
626070638	2026-07-29	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	50.000000	INVOICE
626070615	2026-07-29	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626070615	2026-07-29	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	600.000000	INVOICE
626070615	2026-07-29	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	48.000000	INVOICE
626070605	2026-07-28	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	2000.000000	INVOICE
626070640	2026-07-29	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	400.000000	INVOICE
626070640	2026-07-29	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	20.000000	INVOICE
626070625	2026-07-29	CUSTA001049	AGGARWAL DAIRY	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	1200.000000	INVOICE
626070624	2026-07-29	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	320.000000	INVOICE
626070624	2026-07-29	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	960.000000	INVOICE
626070624	2026-07-29	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	40.000000	INVOICE
626070595	2026-07-28	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	1200.000000	INVOICE
626070595	2026-07-28	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	200.000000	INVOICE
626070595	2026-07-28	CUSTA001049	AGGARWAL DAIRY	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	80.000000	INVOICE
626070686	2026-07-30	CUSTA000395	PRIME SALES CORPORATION	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	400.000000	INVOICE
626070643	2026-07-30	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626070580	2026-07-28	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	80.000000	INVOICE
626070580	2026-07-28	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626070580	2026-07-28	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	20.000000	INVOICE
626070580	2026-07-28	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	80.000000	INVOICE
626070756	2026-07-31	CUSTA000404	SINGHAL FOODS	BH-BT	FG0000150	SANO POMACE OLIVE 1 LTR 16 PCS	2000.000000	INVOICE
626070756	2026-07-31	CUSTA000404	SINGHAL FOODS	BH-BT	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	120.000000	INVOICE
626070756	2026-07-31	CUSTA000404	SINGHAL FOODS	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	800.000000	INVOICE
626070580	2026-07-28	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	200.000000	INVOICE
626070580	2026-07-28	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626070536	2026-07-25	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000418	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	200.000000	INVOICE
626070535	2026-07-25	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000028	POMACE OLIVE 1 LTR 16 PCS	16.000000	INVOICE
626070535	2026-07-25	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	100.000000	INVOICE
626070535	2026-07-25	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	40.000000	INVOICE
626070535	2026-07-25	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-BT	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	40.000000	INVOICE
626070569	2026-07-27	CUSTA000169	PURE AGROCHEM CORPORATION	BH-PF	FG0000015	REFINED OIL 15 LTR	800.000000	INVOICE
626070571	2026-07-27	CUSTA000169	PURE AGROCHEM CORPORATION	BH-BT	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	160.000000	INVOICE
626070573	2026-07-27	CUSTA000169	PURE AGROCHEM CORPORATION	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	800.000000	INVOICE
626070356	2026-07-13	CUSTA001131	GULZAR AHMAD AND SONS	BH-PF	FG0000316	SOYABEAN OIL 13 KGS (B)	1000.000000	INVOICE
626070530	2026-07-24	CUSTA001131	GULZAR AHMAD AND SONS	BH-PF	FG0000444	SOYABEAN OIL 12 KGS (B)	493.000000	INVOICE
626070530	2026-07-24	CUSTA001131	GULZAR AHMAD AND SONS	BH-PF	FG0000316	SOYABEAN OIL 13 KGS (B)	500.000000	INVOICE
626070756	2026-07-31	CUSTA000404	SINGHAL FOODS	BH-BT	FG0000028	POMACE OLIVE 1 LTR 16 PCS	800.000000	INVOICE
626070756	2026-07-31	CUSTA000404	SINGHAL FOODS	BH-BT	FG0000008	POMACE OLIVE 5 LTR TIN 4 PCS	160.000000	INVOICE
626070756	2026-07-31	CUSTA000404	SINGHAL FOODS	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626070758	2026-07-31	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	5248.000000	INVOICE
626070758	2026-07-31	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	80.000000	INVOICE
626070758	2026-07-31	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	70.000000	INVOICE
626070673	2026-07-30	CUSTA001130	M/S MOHIT KUMAR & COMPANY	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	1680.000000	INVOICE
626070673	2026-07-30	CUSTA001130	M/S MOHIT KUMAR & COMPANY	BH-PF	FG0000444	SOYABEAN OIL 12 KGS (B)	305.000000	INVOICE
626070673	2026-07-30	CUSTA001130	M/S MOHIT KUMAR & COMPANY	BH-PF	FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	1600.000000	INVOICE
626070682	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-PF	FG0000106	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	600.000000	INVOICE
626070682	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-PF	FG0000178	MUSTARD KACHI GHANI 15 KGS	50.000000	INVOICE
626070682	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	3000.000000	INVOICE
626070680	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	980.000000	INVOICE
626070680	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	120.000000	INVOICE
626070680	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	200.000000	INVOICE
626070680	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	300.000000	INVOICE
626070672	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	20.000000	INVOICE
626070672	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	100.000000	INVOICE
626070672	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626070672	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000028	POMACE OLIVE 1 LTR 16 PCS	80.000000	INVOICE
626070672	2026-07-30	CUSTA001137	SHREE OM TRADERS	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	160.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	1000.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	200.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	120.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	480.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	500.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	50.000000	INVOICE
626070728	2026-07-31	CUSTA000777	DURGA TRADING COMPANY (CQXPG8530Q)	BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	100.000000	INVOICE
626070786	2026-07-31	CUSTA000812	BACHAN SINGH KULJIT SINGH (IVEPS8273L)	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	800.000000	INVOICE
626070786	2026-07-31	CUSTA000812	BACHAN SINGH KULJIT SINGH (IVEPS8273L)	BH-BT	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	120.000000	INVOICE
626070786	2026-07-31	CUSTA000812	BACHAN SINGH KULJIT SINGH (IVEPS8273L)	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	20.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000033	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	40.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000070	COLD PRESS 2 LTR 10 PCS HANDLE	200.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	240.000000	INVOICE
626070767	2026-07-31	CUSTA000017	FAIRDEAL MARKETING	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	100.000000	INVOICE
